filesize	gz_filesize	nrows
6583412	28747195340	331883460
6733264	28747195340	331883460
5666756	24547622550	283400024
5845852	24547622550	283400024
5866008	25241871558	291419368
6048116	25241871558	291419368
6295376	27359917364	315870976
6430676	27359917364	315870976
6246200	27112979144	313017556
6618820	27112979144	313017556
5360480	22888580947	264246156
5609692	22888580947	264246156
5704400	24649502230	284579280
5877200	24649502230	284579280
5948904	25640803040	296025972
6156732	25640803040	296025972
6442256	27743620680	320301348
6595548	27743620680	320301348
6687512	28892433753	333564572
6848400	28892433753	333564572
6167448	26800990042	309415208
6536760	26800990042	309415208
5752448	25099648749	289774092
6009236	25099648749	289774092
5852692	25251092043	291521124
6243604	25251092043	291521124
5174972	22353981343	258074800
5277504	22353981343	258074800
5771964	24698998579	285146892
6000168	24698998579	285146892
5926244	25746222552	297238116
6270500	25746222552	297238116
5200212	22231814289	256663564
5352224	22231814289	256663564
5278028	22837743981	263659488
